Recorrido,Latitud,Longitud
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
Ruta San Jose - Paso Ancho - Loma Linda,-84.073457,9.902208,0.0,-84.074202,9.902539,0.0
